"presenca" "NM_MUNICIP" "lat" "lon"
"890" "Absent" "SÃO GONÇALO DO SAPUCAÍ" -21.8969 -45.495
"891" "Present" "CONCEIÇÃO DAS ALAGOAS" -19.90114 -48.2664
"892" "Present" "UBERABA" -19.84883 -48.1947
"893" "Present" "UBERABA" -19.847 -48.196
"894" "Present" "UBERABA" -19.84558 -48.2061
"895" "Absent" "UBERABA" -19.84361 -48.1947
"896" "Present" "CONCEIÇÃO DAS ALAGOAS" -19.84203 -48.3758
"897" "Absent" "CONCEIÇÃO DAS ALAGOAS" -19.80728 -48.3043
"898" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.87058 -45.4984
"899" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.8775 -45.4967
"900" "Present" "CAMPANHA" -21.8408 -45.4961
"901" "Present" "CAMPANHA" -21.88278 -45.4889
"902" "Present" "CAMPANHA" -21.84764 -45.4867
"903" "Present" "CAMPANHA" -21.81783 -45.4861
"904" "Present" "CAMPANHA" -21.81906 -45.484
"905" "Present" "CAMPANHA" -21.84819 -45.4837
"906" "Present" "MONSENHOR PAULO" -21.71486 -45.4837
"907" "Absent" "CAMPANHA" -21.83481 -45.4827
"908" "Present" "MONSENHOR PAULO" -21.76966 -45.4803
"909" "Present" "CAMPANHA" -21.90617 -45.4784
"910" "Present" "CAMPANHA" -21.84572 -45.4784
"911" "Present" "CAMPANHA" -21.86195 -45.4769
"912" "Present" "CAMPANHA" -21.90283 -45.4767
"913" "Present" "CAMPANHA" -21.8985 -45.4763
"914" "Present" "CAMPANHA" -21.84378 -45.4763
"915" "Present" "CAMPANHA" -21.89397 -45.4753
"916" "Present" "CAMPANHA" -21.80663 -45.4751
"917" "Present" "CAMPANHA" -21.8064 -45.475
"918" "Present" "CAMPANHA" -21.86753 -45.4737
"919" "Present" "CAMPANHA" -21.90487 -45.4733
"920" "Present" "CAMPANHA" -21.87304 -45.4727
"921" "Present" "CAMPANHA" -21.88919 -45.4723
"922" "Absent" "JAPARAÍBA" -20.10583 -45.47222
"923" "Present" "CAMPANHA" -21.83422 -45.4721
"924" "Present" "CAMPANHA" -21.84265 -45.4714
"925" "Present" "JAPARAÍBA" -20.1505 -45.47111
"926" "Present" "CAMPANHA" -21.90382 -45.4709
"927" "Present" "CAMPANHA" -21.86328 -45.4695
"928" "Present" "CAMPANHA" -21.88678 -45.4693
"929" "Present" "CAMPANHA" -21.8495 -45.4689
"930" "Present" "CAMPANHA" -21.90091 -45.4687
"931" "Present" "CAMPANHA" -21.83896 -45.4684
"932" "Present" "CAMPANHA" -21.90253 -45.4683
"933" "Present" "CAMPANHA" -21.85911 -45.4673
"934" "Present" "CAMPANHA" -21.86939 -45.4664
"935" "Present" "CAMPANHA" -21.84155 -45.4659
"936" "Present" "CAMPANHA" -21.83744 -45.4657
"937" "Present" "CAMPANHA" -21.83614 -45.4643
"938" "Present" "CAMPANHA" -21.82236 -45.4642
"939" "Present" "CAMPANHA" -21.89461 -45.4641
"940" "Present" "CAMPANHA" -21.86186 -45.4637
"941" "Present" "CAMPANHA" -21.84054 -45.4636
"942" "Present" "CAMPANHA" -21.83569 -45.4633
"943" "Present" "CAMPANHA" -21.84978 -45.4618
"944" "Present" "CAMPANHA" -21.89452 -45.4616
"945" "Present" "CAMPANHA" -21.85452 -45.4605
"946" "Present" "JAPARAÍBA" -20.1455 -45.46028
"947" "Present" "CAMPANHA" -21.85375 -45.4602
"948" "Present" "JAPARAÍBA" -20.15814 -45.46
"949" "Present" "CAMPANHA" -21.8285 -45.4597
"950" "Present" "CAMPANHA" -21.79899 -45.4594
"951" "Present" "CAMPANHA" -21.8008 -45.4592
"952" "Present" "CAMPANHA" -21.85444 -45.4592
"953" "Present" "CAMPANHA" -21.9364 -45.4589
"954" "Present" "CAMPANHA" -21.83278 -45.4584
"955" "Present" "CAMPANHA" -21.92856 -45.4584
"956" "Present" "LAGOA DA PRATA" -20.07144 -45.45833
"957" "Present" "CAMPANHA" -21.82932 -45.4581
"958" "Present" "CAMPANHA" -21.84736 -45.458
"959" "Present" "CAMPANHA" -21.89075 -45.4572
"960" "Present" "BOA ESPERANÇA" -21.08923 -45.4572
"961" "Present" "CAMPANHA" -21.83492 -45.4569
"962" "Present" "LAGOA DA PRATA" -20.10725 -45.45667
"963" "Present" "JAPARAÍBA" -20.16508 -45.45667
"964" "Present" "CAMPANHA" -21.81823 -45.4566
"965" "Present" "CAMPANHA" -21.88833 -45.4559
"966" "Present" "CAMPANHA" -21.93161 -45.4556
"967" "Present" "CAMPANHA" -21.93161 -45.4556
"968" "Present" "CAMPANHA" -21.83156 -45.4553
"969" "Absent" "CAMPANHA" -21.92561 -45.4549
"970" "Present" "CAMPANHA" -21.9256 -45.4547
"971" "Present" "CAMPANHA" -21.80681 -45.4538
"972" "Present" "CAMPANHA" -21.93192 -45.4528
"973" "Present" "SANTO ANTÔNIO DO MONTE" -20.13683 -45.45167
"974" "Present" "CAMPANHA" -21.84807 -45.4512
"975" "Present" "CAMPANHA" -21.81442 -45.4506
"976" "Present" "CAMPANHA" -21.92464 -45.4504
"977" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.97 -45.45
"978" "Present" "CAMPANHA" -21.80697 -45.4496
"979" "Present" "LAGOA DA PRATA" -20.07692 -45.44806
"980" "Present" "CAMPANHA" -21.85674 -45.4479
"981" "Absent" "CAMPANHA" -21.82931 -45.4478
"982" "Present" "CAMPANHA" -21.799 -45.4474
"983" "Present" "CAMPANHA" -21.92492 -45.4468
"984" "Present" "CAMPANHA" -21.93233 -45.4434
"985" "Absent" "LAGOA DA PRATA" -20.11792 -45.44306
"986" "Present" "CAMPANHA" -21.79569 -45.4427
"987" "Present" "CAMPANHA" -21.85056 -45.4416
"988" "Present" "CAMPANHA" -21.83248 -45.4416
"989" "Present" "SANTO ANTÔNIO DO MONTE" -20.14944 -45.44139
"990" "Present" "CAMPANHA" -21.88509 -45.4406
"991" "Present" "CAMPANHA" -21.85244 -45.4404
"992" "Absent" "CAMPANHA" -21.79068 -45.4401
"993" "Present" "CAMPANHA" -21.88281 -45.4401
"994" "Present" "CAMPANHA" -21.81632 -45.4398
"995" "Present" "LAGOA DA PRATA" -20.08803 -45.43972
"996" "Present" "CAMPANHA" -21.84139 -45.4388
"997" "Present" "CAMPANHA" -21.87509 -45.4386
"998" "Present" "CAMPANHA" -21.85403 -45.4386
"999" "Present" "CAMPANHA" -21.83828 -45.4383
"1000" "Present" "CAMPANHA" -21.83547 -45.438
"1001" "Present" "CAMPANHA" -21.85024 -45.4379
"1002" "Present" "CAMPANHA" -21.88204 -45.4376
"1003" "Absent" "SANTO ANTÔNIO DO MONTE" -20.15138 -45.4375
"1004" "Present" "LAGOA DA PRATA" -20.05089 -45.4375
"1005" "Present" "CAMPANHA" -21.89194 -45.4375
"1006" "Present" "CAMPANHA" -21.87792 -45.4373
"1007" "Present" "CAMPANHA" -21.87792 -45.4373
"1008" "Present" "CAMPANHA" -21.87221 -45.437
"1009" "Present" "MONSENHOR PAULO" -21.76992 -45.4355
"1010" "Present" "CAMPANHA" -21.90475 -45.4352
"1011" "Present" "LAGOA DA PRATA" -20.08611 -45.435
"1012" "Present" "CAMPANHA" -21.86307 -45.4345
"1013" "Present" "CAMPANHA" -21.79747 -45.4339
"1014" "Present" "CAMPANHA" -21.89192 -45.4333
"1015" "Present" "CAMPANHA" -21.8893 -45.4331
"1016" "Absent" "CAMPANHA" -21.90258 -45.4328
"1017" "Present" "CAMPANHA" -21.88181 -45.4326
"1018" "Present" "CAMPANHA" -21.79495 -45.4315
"1019" "Present" "CAMPANHA" -21.86182 -45.4315
"1020" "Present" "CAMPANHA" -21.88494 -45.4303
"1021" "Present" "CAMPANHA" -21.85194 -45.4303
"1022" "Present" "CAMPANHA" -21.834 -45.4295
"1023" "Present" "CAMPANHA" -21.81825 -45.4292
"1024" "Present" "CAMPANHA" -21.84103 -45.4286
"1025" "Present" "CAMPANHA" -21.88071 -45.4273
"1026" "Present" "CAMPANHA" -21.87806 -45.4272
"1027" "Present" "CAMPANHA" -21.91706 -45.427
"1028" "Present" "CAMPANHA" -21.88228 -45.4268
"1029" "Present" "CAMPANHA" -21.80678 -45.4253
"1030" "Present" "CAMPANHA" -21.87739 -45.4247
"1031" "Present" "CAMPANHA" -21.88544 -45.4245
"1032" "Present" "CAMPANHA" -21.76564 -45.4245
"1033" "Present" "CAMPANHA" -21.88303 -45.4237
"1034" "Present" "CAMPANHA" -21.91884 -45.4236
"1035" "Absent" "CAMPANHA" -21.8531 -45.4233
"1036" "Absent" "LAGOA DA PRATA" -20.04872 -45.42306
"1037" "Present" "CAMPANHA" -21.91708 -45.4229
"1038" "Present" "CAMPANHA" -21.87626 -45.4228
"1039" "Present" "SANTO ANTÔNIO DO MONTE" -20.16509 -45.4225
"1040" "Present" "CAMPANHA" -21.83067 -45.4222
"1041" "Absent" "CAMPANHA" -21.8306 -45.4222
"1042" "Present" "CAMPANHA" -21.85678 -45.4217
"1043" "Present" "LAMBARI" -22 -45.4217
"1044" "Present" "LAGOA DA PRATA" -20.14556 -45.42111
"1045" "Present" "CAMPANHA" -21.85444 -45.4211
"1046" "Present" "CAMPANHA" -21.85044 -45.4193
"1047" "Present" "CAMPANHA" -21.916 -45.4193
"1048" "Present" "LAGOA DA PRATA" -20.084 -45.41917
"1049" "Present" "CAMPANHA" -21.84564 -45.4191
"1050" "Present" "CAMPANHA" -21.79539 -45.4185
"1051" "Absent" "CAMPANHA" -21.7953 -45.4183
"1052" "Present" "CAMPANHA" -21.80199 -45.4179
"1053" "Present" "CAMPANHA" -21.8019 -45.4178
"1054" "Present" "CAMPANHA" -21.91792 -45.4175
"1055" "Present" "CAMPANHA" -21.89769 -45.4168
"1056" "Absent" "CAMPANHA" -21.85953 -45.4159
"1057" "Present" "CAMPANHA" -21.8594 -45.4158
"1058" "Absent" "CAMPANHA" -21.81492 -45.4134
"1059" "Present" "CAMPANHA" -21.79089 -45.4134
"1060" "Present" "CAMPANHA" -21.80838 -45.4132
"1061" "Present" "CAMPANHA" -21.80806 -45.4129
"1062" "Present" "CAMPANHA" -21.80806 -45.4129
"1063" "Present" "CAMPANHA" -21.88302 -45.4127
"1064" "Present" "CAMPANHA" -21.8828 -45.4125
"1065" "Absent" "CAMPANHA" -21.8453 -45.4117
"1066" "Present" "CAMPANHA" -21.85866 -45.4107
"1067" "Present" "CAMPANHA" -21.82 -45.41
"1068" "Present" "CAMPANHA" -21.79094 -45.4096
"1069" "Present" "CAMPANHA" -21.87055 -45.4083
"1070" "Present" "CAMPANHA" -21.78925 -45.4079
"1071" "Present" "CAMPANHA" -21.78675 -45.4073
"1072" "Absent" "CAMPANHA" -21.7867 -45.4072
"1073" "Present" "CAMPANHA" -21.78509 -45.4071
"1074" "Present" "SANTO ANTÔNIO DO MONTE" -20.18633 -45.40611
"1075" "Present" "CAMPANHA" -21.80984 -45.4057
"1076" "Present" "CAMPANHA" -21.94531 -45.4033
"1077" "Present" "CAMPANHA" -21.79141 -45.4031
"1078" "Present" "CAMPANHA" -21.81743 -45.4025
"1079" "Present" "CAMPANHA" -21.88281 -45.4009
"1080" "Present" "LAGOA DA PRATA" -20.11961 -45.40083
"1081" "Present" "CAMPANHA" -21.8768 -45.3998
"1082" "Present" "CAMPANHA" -21.93328 -45.3989
"1083" "Absent" "CAMPANHA" -21.8197 -45.3972
"1084" "Present" "CAMPANHA" -21.79461 -45.3959
"1085" "Present" "CAMPANHA" -21.78456 -45.3959
"1086" "Present" "LAGOA DA PRATA" -20.07516 -45.395
"1087" "Absent" "CAMPANHA" -21.81959 -45.3924
"1088" "Present" "CAMPANHA" -21.79839 -45.3923
"1089" "Present" "CAMPANHA" -21.80908 -45.3923
"1090" "Present" "CAMPANHA" -21.80306 -45.3906
"1091" "Present" "CAMPANHA" -21.7963 -45.3901
"1092" "Present" "CAMPANHA" -21.8255 -45.3894
"1093" "Present" "SANTO ANTÔNIO DO MONTE" -20.1745 -45.38917
"1094" "Present" "CAMPANHA" -21.87483 -45.3889
"1095" "Absent" "CAMPANHA" -21.7381 -45.3883
"1096" "Present" "CAMPANHA" -21.75997 -45.3865
"1097" "Absent" "CAMPANHA" -21.8547 -45.3861
"1098" "Present" "SANTO ANTÔNIO DO MONTE" -20.14719 -45.385
"1099" "Absent" "CAMPANHA" -21.8528 -45.385
"1100" "Present" "CAMPANHA" -21.82911 -45.3847
"1101" "Present" "CAMPANHA" -21.85281 -45.3835
"1102" "Present" "CAMPANHA" -21.83008 -45.3831
"1103" "Present" "CAMPANHA" -21.85539 -45.3819
"1104" "Present" "CAMPANHA" -21.86172 -45.3808
"1105" "Present" "CAMPANHA" -21.82066 -45.3803
"1106" "Present" "CAMPANHA" -21.86352 -45.3798
"1107" "Present" "CAMPANHA" -21.87741 -45.3783
"1108" "Present" "CAMPANHA" -21.85274 -45.3768
"1109" "Present" "SANTO ANTÔNIO DO MONTE" -20.21069 -45.37472
"1110" "Present" "CAMPANHA" -21.86097 -45.3747
"1111" "Present" "CAMPANHA" -21.86195 -45.3745
"1112" "Present" "CAMPANHA" -21.78861 -45.3744
"1113" "Absent" "CAMPANHA" -21.8608 -45.3744
"1114" "Present" "CAMPANHA" -21.82739 -45.3742
"1115" "Present" "CAMPANHA" -21.84028 -45.3739
"1116" "Present" "CAMPANHA" -21.74842 -45.3738
"1117" "Present" "CAMPANHA" -21.74842 -45.3738
"1118" "Present" "CAMPANHA" -21.71383 -45.3729
"1119" "Present" "CAMPANHA" -21.89673 -45.3715
"1120" "Present" "CAMPANHA" -21.8967 -45.3714
"1121" "Present" "CAMPANHA" -21.86013 -45.3709
"1122" "Absent" "CAMPANHA" -21.83775 -45.3705
"1123" "Present" "CAMPANHA" -21.71736 -45.3694
"1124" "Absent" "SANTO ANTÔNIO DO MONTE" -20.31031 -45.36917
"1125" "Present" "CAMPANHA" -21.75335 -45.3687
"1126" "Present" "SANTO ANTÔNIO DO MONTE" -20.24667 -45.36861
"1127" "Present" "CAMPANHA" -21.84681 -45.3683
"1128" "Present" "CAMPANHA" -21.78458 -45.3679
"1129" "Present" "CAMPANHA" -21.84358 -45.3674
"1130" "Present" "CAMPANHA" -21.75144 -45.3673
"1131" "Present" "CAMPANHA" -21.79478 -45.3673
"1132" "Present" "CAMPANHA" -21.72413 -45.3671
"1133" "Present" "CAMPANHA" -21.7239 -45.3669
"1134" "Present" "CAMPANHA" -21.75539 -45.3669
"1135" "Present" "CAMPANHA" -21.8125 -45.3669
"1136" "Present" "CAMPANHA" -21.73441 -45.3655
"1137" "Present" "CAMPANHA" -21.84111 -45.3653
"1138" "Present" "CAMPANHA" -21.87716 -45.365
"1139" "Present" "CAMPANHA" -21.76094 -45.3647
"1140" "Present" "CAMPANHA" -21.91386 -45.3647
"1141" "Present" "CAMPANHA" -21.79194 -45.3646
"1142" "Present" "SANTO ANTÔNIO DO MONTE" -20.14842 -45.36444
"1143" "Present" "CAMPANHA" -21.93198 -45.3644
"1144" "Present" "CAMPANHA" -21.80071 -45.3643
"1145" "Present" "CAMPANHA" -21.76706 -45.3642
"1146" "Absent" "CAMPANHA" -21.7547 -45.3639
"1147" "Present" "CAMPANHA" -21.75281 -45.3639
"1148" "Present" "CAMPANHA" -21.74475 -45.3638
"1149" "Present" "CAMPANHA" -21.79601 -45.3636
"1150" "Present" "SANTO ANTÔNIO DO MONTE" -20.14489 -45.36306
"1151" "Absent" "CAMPANHA" -21.7328 -45.3628
"1152" "Present" "CAMPANHA" -21.74709 -45.3627
"1153" "Present" "CAMPANHA" -21.79044 -45.3623
"1154" "Present" "CAMPANHA" -21.75803 -45.3619
"1155" "Present" "CAMPANHA" -21.73227 -45.36143
"1156" "Present" "SANTO ANTÔNIO DO MONTE" -20.086 -45.36139
"1157" "Present" "CAMPANHA" -21.7516 -45.3613
"1158" "Present" "CAMPANHA" -21.75986 -45.3611
"1159" "Present" "CAMPANHA" -21.858 -45.3603
"1160" "Present" "CAMPANHA" -21.858 -45.3603
"1161" "Present" "CAMPANHA" -21.75033 -45.3599
"1162" "Present" "CAMPANHA" -21.75033 -45.3599
"1163" "Absent" "SANTO ANTÔNIO DO MONTE" -20.14183 -45.35972
"1164" "Present" "CAMPANHA" -21.87235 -45.3584
"1165" "Absent" "CAMPANHA" -21.8722 -45.3583
"1166" "Present" "AGUANIL" -21.01267 -45.3581
"1167" "Present" "CAMPANHA" -21.82644 -45.3579
"1168" "Present" "CAMPANHA" -21.75292 -45.3565
"1169" "Present" "SANTO ANTÔNIO DO MONTE" -20.24708 -45.35639
"1170" "Present" "SANTO ANTÔNIO DO MONTE" -20.25808 -45.35528
"1171" "Present" "CAMBUQUIRA" -21.86411 -45.3549
"1172" "Absent" "CAMPANHA" -21.7675 -45.3542
"1173" "Present" "SANTO ANTÔNIO DO MONTE" -20.24383 -45.3525
"1174" "Present" "CAMPANHA" -21.75619 -45.3525
"1175" "Present" "CAMPANHA" -21.7325 -45.352
"1176" "Present" "CAMPANHA" -21.72789 -45.3453
"1177" "Present" "TRÊS CORAÇÕES" -21.76544 -45.342
"1178" "Present" "TRÊS CORAÇÕES" -21.766 -45.3333
"1179" "Present" "CAMBUQUIRA" -21.91198 -45.3317
"1180" "Present" "BONFIM" -20.37528 -44.1822
"1181" "Absent" "ITURAMA" -19.8239 -50.384
"1182" "Absent" "ITURAMA" -19.81258 -50.3843
"1183" "Present" "CAMPANHA" -21.88356 -45.47447
"1184" "Present" "CAMPANHA" -21.81756 -45.3759
"1185" "Present" "SANTO ANTÔNIO DO MONTE" -20.09369 -45.36472
"1186" "Present" "CAMBUQUIRA" -21.8439 -45.3613
"1187" "Present" "CAMBUQUIRA" -21.85372 -45.3592
"1188" "Present" "CAMBUQUIRA" -21.85372 -45.3592
"1189" "Present" "CAMBUQUIRA" -21.84403 -45.3568
"1190" "Present" "CAMBUQUIRA" -21.85972 -45.3555
"1191" "Present" "CAMBUQUIRA" -21.84469 -45.3552
"1192" "Present" "SANTO ANTÔNIO DO MONTE" -20.15533 -45.355
"1193" "Present" "CAMBUQUIRA" -21.86106 -45.3543
"1194" "Present" "CAMBUQUIRA" -21.84403 -45.3525
"1195" "Present" "CAMBUQUIRA" -21.86306 -45.35
"1196" "Present" "CAMBUQUIRA" -21.83444 -45.3492
"1197" "Present" "CAMBUQUIRA" -21.85491 -45.3489
"1198" "Present" "CAMPANHA" -21.91736 -45.3478
"1199" "Present" "CAMBUQUIRA" -21.86681 -45.3477
"1200" "Present" "CAMBUQUIRA" -21.86625 -45.3467
"1201" "Present" "CAMBUQUIRA" -21.87029 -45.3451
"1202" "Present" "CAMPANHA" -21.9164 -45.3447
"1203" "Present" "CAMBUQUIRA" -21.87789 -45.3432
"1204" "Present" "CAMBUQUIRA" -21.89506 -45.3416
"1205" "Present" "CAMBUQUIRA" -21.89228 -45.3388
"1206" "Present" "CAMBUQUIRA" -21.84891 -45.3378
"1207" "Present" "CAMBUQUIRA" -21.88589 -45.3371
"1208" "Present" "CAMBUQUIRA" -21.84214 -45.3366
"1209" "Present" "CAMBUQUIRA" -21.80706 -45.33179
"1210" "Absent" "CAMBUQUIRA" -21.9119 -45.3317
"1211" "Present" "CAMBUQUIRA" -21.80889 -45.3297
"1212" "Present" "CAMBUQUIRA" -21.90833 -45.3269
"1213" "Present" "CAMBUQUIRA" -21.85579 -45.3263
"1214" "Present" "SANTO ANTÔNIO DO MONTE" -20.14422 -45.32611
"1215" "Present" "CAMBUQUIRA" -21.8556 -45.3242
"1216" "Absent" "CAMBUQUIRA" -21.87807 -45.3217
"1217" "Present" "CAMBUQUIRA" -21.87874 -45.3214
"1218" "Present" "CAMBUQUIRA" -21.87295 -45.321
"1219" "Present" "CAMBUQUIRA" -21.87295 -45.321
"1220" "Absent" "CAMBUQUIRA" -21.87903 -45.3203
"1221" "Absent" "SANTO ANTÔNIO DO MONTE" -20.12717 -45.31944
"1222" "Present" "CAMBUQUIRA" -21.88418 -45.3192
"1223" "Absent" "CAMBUQUIRA" -21.87603 -45.3188
"1224" "Present" "CAMBUQUIRA" -21.87714 -45.3188
"1225" "Present" "CAMBUQUIRA" -21.80956 -45.3187
"1226" "Present" "CAMBUQUIRA" -21.87576 -45.3184
"1227" "Absent" "CAMBUQUIRA" -21.83719 -45.3153
"1228" "Present" "CAMBUQUIRA" -21.83906 -45.315
"1229" "Present" "CAMBUQUIRA" -21.81689 -45.3121
"1230" "Present" "CAMBUQUIRA" -21.83715 -45.312
"1231" "Present" "CAMBUQUIRA" -21.88269 -45.312
"1232" "Present" "CAMBUQUIRA" -21.88636 -45.3103
"1233" "Present" "CAMBUQUIRA" -21.83943 -45.3086
"1234" "Absent" "CAMBUQUIRA" -21.8851 -45.3082
"1235" "Present" "CAMBUQUIRA" -21.8851 -45.3081
"1236" "Present" "CAMBUQUIRA" -21.87875 -45.3079
"1237" "Present" "CAMBUQUIRA" -21.83336 -45.3076
"1238" "Absent" "CAMBUQUIRA" -21.8067 -45.3047
"1239" "Present" "CAMBUQUIRA" -21.83273 -45.3034
"1240" "Present" "CAMBUQUIRA" -21.90297 -45.3024
"1241" "Absent" "CAMBUQUIRA" -21.89733 -45.3012
"1242" "Present" "TRÊS CORAÇÕES" -21.80437 -45.293
"1243" "Absent" "CAMBUQUIRA" -21.82619 -45.2915
"1244" "Present" "CAMBUQUIRA" -21.89755 -45.2904
"1245" "Absent" "CAMBUQUIRA" -21.83661 -45.2849
"1246" "Present" "CAMBUQUIRA" -21.89764 -45.2841
"1247" "Present" "SANTO ANTÔNIO DO MONTE" -20.11 -45.28056
"1248" "Present" "CAMBUQUIRA" -21.88797 -45.2733
"1249" "Present" "CAMBUQUIRA" -21.88592 -45.2717
"1250" "Present" "CAMBUQUIRA" -21.89167 -45.2647
"1251" "Present" "CAMBUQUIRA" -21.88789 -45.2539
"1252" "Present" "CAMBUQUIRA" -21.88715 -45.2536
"1253" "Present" "CAMBUQUIRA" -21.88369 -45.2499
"1254" "Present" "CAMBUQUIRA" -21.88778 -45.2468
"1255" "Present" "CAMBUQUIRA" -21.8935 -45.2434
"1256" "Present" "CAMBUQUIRA" -21.87153 -45.2414
"1257" "Present" "CAMBUQUIRA" -21.90886 -45.2404
"1258" "Present" "CAMBUQUIRA" -21.90089 -45.2337
"1259" "Present" "CAMBUQUIRA" -21.8945 -45.2334
"1260" "Present" "CAMBUQUIRA" -21.89397 -45.2329
"1261" "Present" "CAMBUQUIRA" -21.89413 -45.2323
"1262" "Present" "CAMBUQUIRA" -21.88928 -45.232
"1263" "Present" "CAMBUQUIRA" -21.89233 -45.2303
"1264" "Present" "CAMBUQUIRA" -21.89028 -45.2294
"1265" "Present" "CAMBUQUIRA" -21.89061 -45.2283
"1266" "Present" "CAMBUQUIRA" -21.89739 -45.2277
"1267" "Present" "CAMBUQUIRA" -21.89094 -45.2277
"1268" "Present" "CAMBUQUIRA" -21.89011 -45.2267
"1269" "Present" "CAMBUQUIRA" -21.88925 -45.226
"1270" "Present" "CAMBUQUIRA" -21.88958 -45.2258
"1271" "Present" "CAMBUQUIRA" -21.89228 -45.2246
"1272" "Absent" "SANTO ANTÔNIO DO MONTE" -20.10772 -45.22444
"1273" "Present" "CAMBUQUIRA" -21.88953 -45.2238
"1274" "Present" "CAMBUQUIRA" -21.88967 -45.2218
"1275" "Present" "CAMBUQUIRA" -21.88889 -45.2167
"1276" "Present" "CAMBUQUIRA" -21.82861 -45.215
"1277" "Present" "CAMBUQUIRA" -21.88525 -45.2082
"1278" "Present" "CAMBUQUIRA" -21.88723 -45.2008
"1279" "Present" "CONCEIÇÃO DO RIO VERDE" -21.88675 -45.1686
"1280" "Present" "BELO VALE" -20.40681 -44.1145
"1281" "Absent" "CAMPO FLORIDO" -19.79464 -48.6177
"1282" "Absent" "COMENDADOR GOMES" -19.777 -48.9545
"1283" "Absent" "CAMPO FLORIDO" -19.71725 -48.4885
"1284" "Present" "ELÓI MENDES" -21.66139 -45.46611
"1285" "Present" "ELÓI MENDES" -21.66222 -45.46556
"1286" "Present" "MONSENHOR PAULO" -21.66417 -45.46222
"1287" "Present" "MONSENHOR PAULO" -21.66306 -45.45361
"1288" "Absent" "JECEABA" -20.5317 -44.1494
"1289" "Present" "JECEABA" -20.5453 -44.1444
"1290" "Present" "JECEABA" -20.5022 -44.0917
"1291" "Absent" "JECEABA" -20.5347 -44.0611
"1292" "Present" "JECEABA" -20.5083 -44.0567
"1293" "Absent" "JECEABA" -20.5253 -44.0564
"1294" "Present" "JECEABA" -20.5064 -44.0553
"1295" "Present" "JECEABA" -20.5047 -44.0547
"1296" "Present" "JECEABA" -20.5139 -44.0456
"1297" "Present" "JECEABA" -20.5108 -44.0428
"1298" "Absent" "JECEABA" -20.5225 -44.0397
"1299" "Absent" "JECEABA" -20.5164 -44.0386
"1300" "Present" "JECEABA" -20.50786 -44.0342
"1301" "Absent" "MONSENHOR PAULO" -21.73389 -45.44694
"1302" "Absent" "ITAPAGIPE" -19.65892 -49.3363
"1303" "Absent" "ITAPAGIPE" -19.60875 -49.3701
"1304" "Present" "CARNEIRINHO" -19.64667 -50.9381
"1305" "Absent" "PRATA" -19.5972 -48.8314
"1306" "Present" "COMENDADOR GOMES" -19.59403 -48.8442
"1307" "Absent" "PRATA" -19.555 -49.183
"1308" "Absent" "CAMPINA VERDE" -19.5283 -49.7103
"1309" "Absent" "CAMPINA VERDE" -19.5283 -49.7103
"1310" "Absent" "PRATA" -19.43944 -48.9581
"1311" "Absent" "PRATA" -19.4306 -48.97138
"1312" "Absent" "PRATA" -19.42681 -49.1637
"1313" "Absent" "PRATA" -19.41486 -49.0183
"1314" "Absent" "PRATA" -19.41472 -48.9524
"1315" "Absent" "PRATA" -19.41222 -48.9692
"1316" "Absent" "PRATA" -19.41222 -48.9692
"1317" "Absent" "PRATA" -19.41222 -48.9692
"1318" "Absent" "PRATA" -19.38664 -49.1694
"1319" "Present" "PRATA" -19.36278 -48.8204
"1320" "Absent" "PRATA" -19.36103 -49.1055
"1321" "Absent" "PRATA" -19.36 -48.8331
"1322" "Absent" "PRATA" -19.30758 -48.9786
"1323" "Absent" "PRATA" -19.27017 -49.3486
"1324" "Absent" "PRATA" -19.2407 -49.04194
"1325" "Absent" "PRATA" -19.22233 -49.1019
"1326" "Absent" "PRATA" -19.19239 -49.0973
"1327" "Absent" "PRATA" -19.19239 -49.0973
"1328" "Absent" "GURINHATÃ" -19.15653 -49.6422
"1329" "Absent" "PRATA" -19.14764 -49.1106
"1330" "Absent" "PRATA" -19.14189 -49.0003
"1331" "Absent" "PRATA" -19.10592 -49.0309
"1332" "Absent" "PRATA" -19.10469 -49.0331
"1333" "Absent" "PRATA" -19.05394 -49.0733
"1334" "Absent" "CAMPINA VERDE" -19.56178 -49.872
"1335" "Present" "ITAPAGIPE" -19.55994 -49.4044
"1336" "Absent" "CAMPINA VERDE" -19.54081 -49.7024
"1337" "Absent" "CAMPINA VERDE" -19.533 -49.6969
"1338" "Absent" "CAMPINA VERDE" -19.52728 -49.7066
"1339" "Absent" "CAMPINA VERDE" -19.5272 -49.7064
"1340" "Absent" "CAMPINA VERDE" -19.52706 -49.3934
"1341" "Absent" "CAMPINA VERDE" -19.52439 -49.6685
"1342" "Absent" "CAMPINA VERDE" -19.51122 -49.3969
"1343" "Absent" "CAMPINA VERDE" -19.50647 -49.5689
"1344" "Absent" "CAMPINA VERDE" -19.47369 -49.3969
"1345" "Absent" "CAMPINA VERDE" -19.43711 -49.3176
"1346" "Absent" "ITUIUTABA" -19.35192 -49.6287
"1347" "Absent" "CAMPINA VERDE" -19.24961 -49.4703
"1348" "Absent" "CAMPINA VERDE" -19.2474 -49.47028
"1349" "Absent" "LIMEIRA DO OESTE" -19.5492 -50.7103
