"presenca" "NM_MUNICIP" "lat" "lon"
"454" "Absent" "MATOZINHOS" -19.48747 -44.08139
"455" "Present" "BELO VALE" -20.47694 -44.0811
"456" "Present" "BELO VALE" -20.47694 -44.0811
"457" "Absent" "BELO VALE" -20.3425 -44.0808
"458" "Absent" "BELO VALE" -20.41972 -44.0806
"459" "Present" "BELO VALE" -20.45778 -44.08
"460" "Present" "BELO VALE" -20.4597 -44.0797
"461" "Present" "BELO VALE" -20.39972 -44.0789
"462" "Absent" "BELO VALE" -20.395 -44.0789
"463" "Present" "BELO VALE" -20.46083 -44.0781
"464" "Absent" "BELO VALE" -20.3865 -44.077
"465" "Present" "BELO VALE" -20.4347 -44.0767
"466" "Present" "BELO VALE" -20.43472 -44.0767
"467" "Absent" "BELO VALE" -20.4944 -44.0758
"468" "Absent" "BELO VALE" -20.43375 -44.0756
"469" "Absent" "MATOZINHOS" -19.56625 -44.07556
"470" "Absent" "MATOZINHOS" -19.56625 -44.07555
"471" "Present" "BELO VALE" -20.43556 -44.0753
"472" "Present" "BELO VALE" -20.4925 -44.075
"473" "Present" "BELO VALE" -20.38 -44.0747
"474" "Absent" "MATOZINHOS" -19.56844 -44.07361
"475" "Present" "BELO VALE" -20.4314 -44.0736
"476" "Present" "BELO VALE" -20.44 -44.0719
"477" "Absent" "BELO VALE" -20.49306 -44.0711
"478" "Present" "BELO VALE" -20.44083 -44.0706
"479" "Absent" "BELO VALE" -20.44083 -44.0706
"480" "Absent" "MATOZINHOS" -19.565 -44.06917
"481" "Present" "BELO VALE" -20.46564 -44.0662
"482" "Absent" "PEDRO LEOPOLDO" -19.63028 -44.06528
"483" "Present" "BELO VALE" -20.42528 -44.0633
"484" "Absent" "MATOZINHOS" -19.51256 -44.06222
"485" "Absent" "BELO VALE" -20.4289 -44.0622
"486" "Absent" "MATOZINHOS" -19.56939 -44.06194
"487" "Absent" "BELO VALE" -20.4253 -44.0586
"488" "Present" "MATOZINHOS" -19.57789 -44.05722
"489" "Absent" "MATOZINHOS" -19.57114 -44.05722
"490" "Absent" "BELO VALE" -20.39806 -44.0572
"491" "Absent" "MATOZINHOS" -19.57439 -44.05694
"492" "Absent" "MATOZINHOS" -19.59103 -44.05611
"493" "Absent" "PEDRO LEOPOLDO" -19.64739 -44.05333
"494" "Absent" "PEDRO LEOPOLDO" -19.59711 -44.04611
"495" "Present" "MATOZINHOS" -19.51286 -44.0425
"496" "Absent" "BELO VALE" -20.37194 -44.0406
"497" "Absent" "BELO VALE" -20.3725 -44.0403
"498" "Absent" "PEDRO LEOPOLDO" -19.59801 -44.04
"499" "Absent" "BELO VALE" -20.37239 -44.0399
"500" "Present" "BELO VALE" -20.4575 -44.0386
"501" "Absent" "BELO VALE" -20.47611 -44.0346
"502" "Present" "BELO VALE" -20.48658 -44.0324
"503" "Absent" "BELO VALE" -20.46231 -44.0309
"504" "Absent" "BELO VALE" -20.43481 -44.0276
"505" "Absent" "BELO VALE" -20.3861 -44.0272
"506" "Present" "BELO VALE" -20.427 -44.0248
"507" "Absent" "BELO VALE" -20.38889 -44.0242
"508" "Present" "BELO VALE" -20.42556 -44.0156
"509" "Absent" "BELO VALE" -20.42583 -44.0142
"510" "Absent" "BELO VALE" -20.42583 -44.0142
"511" "Absent" "BELO VALE" -20.43806 -44.0139
"512" "Present" "BELO VALE" -20.4528 -44.0128
"513" "Present" "BELO VALE" -20.45806 -44.0122
"514" "Present" "BELO VALE" -20.45472 -44.01
"515" "Present" "MOEDA" -20.36944 -44.0097
"516" "Present" "BELO VALE" -20.44028 -44.0089
"517" "Absent" "BELO VALE" -20.44672 -44.0079
"518" "Present" "BELO VALE" -20.4617 -44.0069
"519" "Absent" "BELO VALE" -20.4456 -44.0061
"520" "Absent" "BELO VALE" -20.42972 -44.0058
"521" "Absent" "PEDRO LEOPOLDO" -19.60389 -44.00306
"522" "Absent" "PEDRO LEOPOLDO" -19.55833 -44.00222
"523" "Absent" "BELO VALE" -20.44167 -44.0003
"524" "Absent" "BELO VALE" -20.4539 -43.9967
"525" "Absent" "PEDRO LEOPOLDO" -19.55581 -43.99556
"526" "Absent" "PEDRO LEOPOLDO" -19.55903 -43.98861
"527" "Absent" "PEDRO LEOPOLDO" -19.56128 -43.98722
"528" "Absent" "PEDRO LEOPOLDO" -19.55819 -43.985
"529" "Present" "PEDRO LEOPOLDO" -19.55889 -43.98
"530" "Absent" "BELO VALE" -20.44309 -43.979
"531" "Absent" "BELO VALE" -20.4011 -43.955
"532" "Present" "DIVINÓPOLIS" -20.1372 -44.9935
"533" "Present" "NOVA SERRANA" -19.86281 -44.99333
"534" "Present" "JACUÍ" -21.04925 -46.6514
"535" "Absent" "SÃO PEDRO DA UNIÃO" -21.03833 -46.6455
"536" "Present" "SÃO PEDRO DA UNIÃO" -21.10931 -46.6228
"537" "Absent" "SÃO PEDRO DA UNIÃO" -21.18672 -46.6146
"538" "Present" "SÃO PEDRO DA UNIÃO" -21.08467 -46.6056
"539" "Absent" "SÃO PEDRO DA UNIÃO" -21.0844 -46.6056
"540" "Present" "SÃO PEDRO DA UNIÃO" -21.07369 -46.5999
"541" "Present" "SÃO PEDRO DA UNIÃO" -21.07611 -46.5934
"542" "Absent" "PASSOS" -20.92389 -46.59333
"543" "Absent" "CRUCILÂNDIA" -20.39 -44.4103
"544" "Absent" "BONFIM" -20.34956 -44.3276
"545" "Present" "BONFIM" -20.35367 -44.3251
"546" "Absent" "SÃO ROQUE DE MINAS" -20.0589 -46.5595
"547" "Present" "PASSOS" -20.67542 -46.55944
"548" "Absent" "LAVRAS" -21.22278 -44.9674
"549" "Present" "CRUCILÂNDIA" -20.47444 -44.3328
"550" "Absent" "PIEDADE DOS GERAIS" -20.52889 -44.3239
"551" "Absent" "PIEDADE DOS GERAIS" -20.5064 -44.3131
"552" "Present" "PIEDADE DOS GERAIS" -20.48575 -44.3112
"553" "Present" "PIEDADE DOS GERAIS" -20.51 -44.31
"554" "Absent" "PIEDADE DOS GERAIS" -20.505 -44.3061
"555" "Absent" "SETE LAGOAS" -19.46964 -44.30222
"556" "Absent" "SETE LAGOAS" -19.47178 -44.30194
"557" "Absent" "PIEDADE DOS GERAIS" -20.4614 -44.2961
"558" "Present" "PIEDADE DOS GERAIS" -20.46114 -44.2873
"559" "Present" "PIEDADE DOS GERAIS" -20.47028 -44.2849
"560" "Absent" "SETE LAGOAS" -19.53167 -44.27972
"561" "Absent" "PIEDADE DOS GERAIS" -20.4536 -44.2742
"562" "Present" "PIEDADE DOS GERAIS" -20.43694 -44.2636
"563" "Absent" "PIEDADE DOS GERAIS" -20.44378 -44.2624
"564" "Present" "PIEDADE DOS GERAIS" -20.41975 -44.2222
"565" "Present" "PIEDADE DOS GERAIS" -20.42 -44.2147
"566" "Absent" "PIEDADE DOS GERAIS" -20.42194 -44.2106
"567" "Present" "SETE LAGOAS" -19.47194 -44.20361
"568" "Present" "SETE LAGOAS" -19.49047 -44.2025
"569" "Present" "PIEDADE DOS GERAIS" -20.51611 -44.2019
"570" "Present" "PIEDADE DOS GERAIS" -20.42425 -44.1981
"571" "Present" "CAPIM BRANCO" -19.58831 -44.19778
"572" "Present" "PIEDADE DOS GERAIS" -20.45472 -44.1911
"573" "Present" "PIEDADE DOS GERAIS" -20.41944 -44.1906
"574" "Present" "PIEDADE DOS GERAIS" -20.42528 -44.1875
"575" "Absent" "PIEDADE DOS GERAIS" -20.43278 -44.1831
"576" "Absent" "PIEDADE DOS GERAIS" -20.46247 -44.1803
"577" "Absent" "PIEDADE DOS GERAIS" -20.43558 -44.1791
"578" "Present" "PIEDADE DOS GERAIS" -20.45083 -44.1775
"579" "Absent" "PIEDADE DOS GERAIS" -20.43556 -44.1733
"580" "Absent" "PIEDADE DOS GERAIS" -20.45694 -44.1692
"581" "Absent" "PIEDADE DOS GERAIS" -20.45528 -44.1689
"582" "Absent" "PIEDADE DOS GERAIS" -20.44528 -44.1617
"583" "Absent" "PIEDADE DOS GERAIS" -20.43447 -44.1601
"584" "Present" "PIEDADE DOS GERAIS" -20.4742 -44.1592
"585" "Absent" "PRUDENTE DE MORAIS" -19.53214 -44.1575
"586" "Absent" "PIEDADE DOS GERAIS" -20.4675 -44.1542
"587" "Present" "PIEDADE DOS GERAIS" -20.46472 -44.1514
"588" "Present" "DELFINÓPOLIS" -20.38722 -46.5508
"589" "Present" "PIUMHI" -20.39639 -46.0736
"590" "Absent" "PIUMHI" -20.39281 -46.0626
"591" "Absent" "PIUMHI" -20.40447 -45.9842
"592" "Present" "PIUMHI" -20.39167 -45.9528
"593" "Present" "SANTA ROSA DA SERRA" -19.6075 -45.95278
"594" "Present" "SÃO PEDRO DA UNIÃO" -21.132 -46.5469
"595" "Absent" "NOVA RESENDE" -21.13275 -46.5403
"596" "Present" "NOVA RESENDE" -21.12636 -46.5312
"597" "Present" "CABO VERDE" -21.56694 -46.4714
"598" "Present" "BOTELHOS" -21.56017 -46.4505
"599" "Present" "BOTELHOS" -21.55594 -46.4486
"600" "Present" "BOTELHOS" -21.55007 -46.4383
"601" "Present" "BOTELHOS" -21.54931 -46.437
"602" "Present" "BOTELHOS" -21.55 -46.4256
"603" "Absent" "MONTE SIÃO" -22.43044 -46.4613
"604" "Present" "MONTE SIÃO" -22.43778 -46.4592
"605" "Absent" "BOTELHOS" -21.55931 -46.4497
"606" "Absent" "POÇOS DE CALDAS" -21.74083 -46.4206
"607" "Absent" "POÇOS DE CALDAS" -21.74172 -46.4181
"608" "Absent" "RIO MANSO" -20.2517 -44.3092
"609" "Absent" "BUENO BRANDÃO" -22.5125 -46.4164
"610" "Absent" "CABO VERDE" -21.4875 -46.41639
"611" "Absent" "MONTE BELO" -21.31789 -46.3738
"612" "Present" "VARGEM BONITA" -20.5364 -46.315
"613" "Absent" "INCONFIDENTES" -22.3003 -46.2956
"614" "Present" "INCONFIDENTES" -22.3106 -46.2853
"615" "Absent" "SÃO JOSÉ DA BARRA" -20.85716 -46.2686
"616" "Absent" "SANTA RITA DE CALDAS" -21.97569 -46.2452
"617" "Present" "CAMPOS ALTOS" -19.46587 -46.21889
"618" "Present" "CAMPOS ALTOS" -19.5482 -46.21056
"619" "Absent" "DIVISA NOVA" -21.5422 -46.1917
"620" "Absent" "PIUMHI" -20.45769 -46.19167
"621" "Present" "DIVISA NOVA" -21.57667 -46.1852
"622" "Absent" "ALTEROSA" -21.24467 -46.1776
"623" "Present" "CAMPESTRE" -21.59347 -46.1664
"624" "Present" "CAMPESTRE" -21.58625 -46.1664
"625" "Present" "CAMPESTRE" -21.59136 -46.1659
"626" "Present" "CAMPESTRE" -21.60908 -46.1631
"627" "Present" "CAMPESTRE" -21.59033 -46.1591
"628" "Present" "PLANURA" -20.0508 -48.7053
"629" "Present" "PLANURA" -20.04847 -48.6877
"630" "Present" "PIRAJUBA" -19.95153 -48.6875
"631" "Absent" "IPUIÚNA" -21.95511 -46.1083
"632" "Absent" "IPUIÚNA" -21.92758 -46.1041
"633" "Present" "CONCEIÇÃO DO RIO VERDE" -21.91639 -45.1456
"634" "Absent" "CONCEIÇÃO DO RIO VERDE" -21.93125 -45.1143
"635" "Present" "CONCEIÇÃO DO RIO VERDE" -21.93147 -45.0977
"636" "Present" "CONCEIÇÃO DO RIO VERDE" -21.86014 -45.0621
"637" "Present" "CONCEIÇÃO DO RIO VERDE" -21.8769 -45.0581
"638" "Present" "CONCEIÇÃO DO RIO VERDE" -21.87694 -45.0581
"639" "Present" "CONCEIÇÃO DO RIO VERDE" -21.86919 -45.0539
"640" "Absent" "CONCEIÇÃO DO RIO VERDE" -21.85456 -45.0484
"641" "Present" "CONCEIÇÃO DO RIO VERDE" -21.82236 -45.0446
"642" "Present" "CONCEIÇÃO DO RIO VERDE" -21.89308 -45.0337
"643" "Present" "CONCEIÇÃO DO RIO VERDE" -21.84558 -45.0318
"644" "Present" "CONCEIÇÃO DO RIO VERDE" -21.93147 -45.0242
"645" "Present" "CONCEIÇÃO DO RIO VERDE" -21.8453 -45.0212
"646" "Present" "CONCEIÇÃO DO RIO VERDE" -21.94789 -45.0212
"647" "Present" "CONCEIÇÃO DO RIO VERDE" -21.88931 -45.0109
"648" "Absent" "SÃO THOMÉ DAS LETRAS" -21.84436 -44.9487
"649" "Present" "BORDA DA MATA" -22.27953 -46.10613
"650" "Present" "BORDA DA MATA" -22.29 -46.0948
"651" "Present" "GUAPÉ" -20.74988 -46.0525
"652" "Present" "CAMPO DO MEIO" -21.08391 -45.9482
"653" "Present" "SANTA RITA DO SAPUCAÍ" -22.2108 -45.5828
"654" "Present" "PERDÕES" -21.14256 -45.1184
"655" "Present" "CAMPO BELO" -20.8675 -45.1175
"656" "Present" "PERDÕES" -21.1325 -45.1175
"657" "Present" "PERDÕES" -21.14306 -45.1084
"658" "Absent" "PERDÕES" -21.0872 -45.0958
"659" "Present" "PERDÕES" -21.03458 -45.0917
"660" "Present" "PERDÕES" -21.05042 -45.0894
"661" "Present" "PERDÕES" -21.03458 -45.0894
"662" "Present" "PERDÕES" -21.03306 -45.0808
"663" "Present" "PERDÕES" -21.06222 -45.0783
"664" "Present" "RIBEIRÃO VERMELHO" -21.11344 -45.047
"665" "Absent" "PERDÕES" -21.08292 -45.0382
"666" "Present" "PERDÕES" -21.10803 -45.0235
"667" "Present" "PERDÕES" -21.07789 -45.0149
"668" "Present" "PERDÕES" -21.06553 -45.0094
"669" "Present" "SANTO ANTÔNIO DO AMPARO" -21.02364 -45.0053
"670" "Present" "SOLEDADE DE MINAS" -22.04 -44.9967
"671" "Present" "PERDÕES" -21.07 -44.9892
"672" "Present" "LUMINÁRIAS" -21.60306 -44.9847
"673" "Present" "PERDÕES" -21.07683 -44.9832
"674" "Present" "PERDÕES" -21.09111 -44.9769
"675" "Present" "PERDÕES" -21.0914 -44.9758
"676" "Present" "PERDÕES" -21.08239 -44.971
"677" "Present" "PERDÕES" -21.09667 -44.9625
"678" "Present" "BOM SUCESSO" -21.078 -44.8962
"679" "Present" "BOM SUCESSO" -21.0778 -44.8961
"680" "Absent" "PIUMHI" -20.35256 -46.04861
"681" "Absent" "DORESÓPOLIS" -20.31389 -45.87472
"682" "Absent" "MACHADO" -21.68611 -45.8747
"683" "Present" "CARMO DO RIO CLARO" -21.13233 -46.0033
"684" "Absent" "CAPITÓLIO" -20.56694 -45.9981
"685" "Absent" "MACHADO" -21.67272 -45.99806
"686" "Present" "MACHADO" -21.68453 -45.98194
"687" "Present" "POUSO ALEGRE" -22.31333 -45.98138
"688" "Present" "POUSO ALEGRE" -22.36 -45.9475
"689" "Present" "POUSO ALEGRE" -22.34722 -45.9367
"690" "Absent" "MARIA DA FÉ" -22.3158 -45.3153
"691" "Present" "POÇO FUNDO" -21.7344 -45.984
"692" "Absent" "MONSENHOR PAULO" -21.6985 -45.4489
"693" "Present" "CAMPANHA" -21.85331 -45.43
"694" "Absent" "CAMPANHA" -21.83942 -45.4094
"695" "Present" "TRÊS CORAÇÕES" -21.63944 -45.3803
"696" "Present" "TRÊS CORAÇÕES" -21.63972 -45.3797
"697" "Present" "TRÊS CORAÇÕES" -21.66028 -45.3769
"698" "Present" "CAMPANHA" -21.76167 -45.3503
"699" "Present" "TRÊS CORAÇÕES" -21.74753 -45.3422
"700" "Present" "TRÊS CORAÇÕES" -21.77097 -45.335
"701" "Present" "TRÊS CORAÇÕES" -21.77364 -45.3344
"702" "Present" "TRÊS CORAÇÕES" -21.75944 -45.3334
"703" "Present" "TRÊS CORAÇÕES" -21.7864 -45.3331
"704" "Present" "SANTO ANTÔNIO DO MONTE" -20.21361 -45.33306
"705" "Present" "TRÊS CORAÇÕES" -21.76511 -45.3317
"706" "Present" "TRÊS CORAÇÕES" -21.60611 -45.3314
"707" "Present" "TRÊS CORAÇÕES" -21.78333 -45.3292
"708" "Present" "TRÊS CORAÇÕES" -21.75839 -45.3292
"709" "Present" "TRÊS CORAÇÕES" -21.76972 -45.3281
"710" "Present" "SANTO ANTÔNIO DO MONTE" -20.23028 -45.32806
"711" "Present" "TRÊS CORAÇÕES" -21.77333 -45.3267
"712" "Absent" "TRÊS CORAÇÕES" -21.74792 -45.3256
"713" "Present" "TRÊS CORAÇÕES" -21.77889 -45.3236
"714" "Present" "TRÊS CORAÇÕES" -21.64194 -45.3231
"715" "Present" "TRÊS CORAÇÕES" -21.75 -45.3228
"716" "Present" "TRÊS CORAÇÕES" -21.77806 -45.3222
"717" "Present" "TRÊS CORAÇÕES" -21.76556 -45.3208
"718" "Present" "TRÊS CORAÇÕES" -21.7525 -45.3206
"719" "Present" "TRÊS CORAÇÕES" -21.75583 -45.3206
"720" "Present" "TRÊS CORAÇÕES" -21.75722 -45.3194
"721" "Present" "TRÊS CORAÇÕES" -21.75972 -45.3183
"722" "Present" "TRÊS CORAÇÕES" -21.76569 -45.3172
"723" "Present" "TRÊS CORAÇÕES" -21.73972 -45.3164
"724" "Present" "TRÊS CORAÇÕES" -21.71481 -45.3163
"725" "Present" "TRÊS CORAÇÕES" -21.71472 -45.3163
"726" "Present" "TRÊS CORAÇÕES" -21.75722 -45.3158
"727" "Present" "TRÊS CORAÇÕES" -21.67722 -45.3158
"728" "Present" "TRÊS CORAÇÕES" -21.6772 -45.3158
"729" "Present" "TRÊS CORAÇÕES" -21.7375 -45.3144
"730" "Present" "TRÊS CORAÇÕES" -21.73778 -45.3142
"731" "Present" "TRÊS CORAÇÕES" -21.74194 -45.3128
"732" "Present" "TRÊS CORAÇÕES" -21.74453 -45.3126
"733" "Present" "TRÊS CORAÇÕES" -21.67944 -45.3122
"734" "Present" "TRÊS CORAÇÕES" -21.74461 -45.3094
"735" "Present" "FORMIGA" -20.39381 -45.30861
"736" "Present" "TRÊS CORAÇÕES" -21.76778 -45.3081
"737" "Present" "TRÊS CORAÇÕES" -21.73778 -45.3078
"738" "Present" "TRÊS CORAÇÕES" -21.67722 -45.3075
"739" "Present" "TRÊS CORAÇÕES" -21.76828 -45.3038
"740" "Present" "TRÊS CORAÇÕES" -21.74681 -45.3019
"741" "Present" "TRÊS CORAÇÕES" -21.78183 -45.3
"742" "Present" "TRÊS CORAÇÕES" -21.74781 -45.2923
"743" "Present" "TRÊS CORAÇÕES" -21.74781 -45.2923
"744" "Present" "TRÊS CORAÇÕES" -21.79633 -45.2821
"745" "Absent" "SANTO ANTÔNIO DO MONTE" -20.20389 -45.28194
"746" "Absent" "TRÊS CORAÇÕES" -21.7961 -45.2819
"747" "Present" "TRÊS CORAÇÕES" -21.72444 -45.2783
"748" "Present" "TRÊS CORAÇÕES" -21.64778 -45.2775
"749" "Present" "TRÊS CORAÇÕES" -21.76028 -45.2744
"750" "Present" "TRÊS CORAÇÕES" -21.66111 -45.2621
"751" "Absent" "PEDRA DO INDAIÁ" -20.33889 -45.26194
"752" "Present" "SANTO ANTÔNIO DO MONTE" -20.07028 -45.26194
"753" "Present" "TRÊS CORAÇÕES" -21.78446 -45.2572
"754" "Present" "TRÊS CORAÇÕES" -21.74681 -45.2544
"755" "Present" "TRÊS CORAÇÕES" -21.74819 -45.2542
"756" "Present" "TRÊS CORAÇÕES" -21.78239 -45.2535
"757" "Absent" "PEDRA DO INDAIÁ" -20.27806 -45.25083
"758" "Present" "TRÊS CORAÇÕES" -21.72194 -45.2508
"759" "Present" "TRÊS CORAÇÕES" -21.72808 -45.2488
"760" "Present" "TRÊS CORAÇÕES" -21.60319 -45.2167
"761" "Present" "CARMO DA CACHOEIRA" -21.45814 -45.1955
"762" "Present" "TRÊS CORAÇÕES" -21.76669 -45.1782
"763" "Absent" "TRÊS CORAÇÕES" -21.7139 -45.1569
"764" "Present" "TRÊS CORAÇÕES" -21.55881 -45.1516
"765" "Present" "TRÊS CORAÇÕES" -21.65806 -45.1381
"766" "Present" "TRÊS CORAÇÕES" -21.76539 -45.1014
"767" "Present" "SÃO SEBASTIÃO DO OESTE" -20.31361 -45.09083
"768" "Present" "TRÊS CORAÇÕES" -21.74939 -45.0761
"769" "Absent" "POÇO FUNDO" -21.7339 -45.9756
"770" "Absent" "FRUTAL" -20.02694 -48.9936
"771" "Absent" "FRUTAL" -20.0269 -48.9933
"772" "Absent" "FRUTAL" -20.00147 -49.0543
"773" "Absent" "FRUTAL" -19.8178 -49.00111
"774" "Absent" "FRUTAL" -19.8164 -49.0011
"775" "Absent" "FRUTAL" -19.80472 -48.9833
"776" "Present" "COMENDADOR GOMES" -19.7725 -48.9664
"777" "Present" "COMENDADOR GOMES" -19.7722 -48.9656
"778" "Present" "COMENDADOR GOMES" -19.71513 -48.9737
"779" "Absent" "COMENDADOR GOMES" -19.69742 -48.9869
"780" "Present" "COMENDADOR GOMES" -19.63056 -48.9517
"781" "Absent" "COMENDADOR GOMES" -19.62721 -48.9578
"782" "Present" "COMENDADOR GOMES" -19.6122 -48.99
"783" "Present" "SILVIANÓPOLIS" -22.00583 -45.8525
"784" "Present" "TURVOLÂNDIA" -21.9025 -45.8317
"785" "Present" "TURVOLÂNDIA" -21.89556 -45.83
"786" "Present" "TURVOLÂNDIA" -21.93361 -45.8178
"787" "Absent" "TURVOLÂNDIA" -21.92342 -45.8047
"788" "Absent" "TURVOLÂNDIA" -21.92333 -45.8008
"789" "Absent" "TURVOLÂNDIA" -21.935 -45.7933
"790" "Absent" "TURVOLÂNDIA" -21.95167 -45.7889
"791" "Absent" "TURVOLÂNDIA" -21.95306 -45.7856
"792" "Absent" "TURVOLÂNDIA" -21.95111 -45.7822
"793" "Present" "CAMPOS GERAIS" -21.30511 -45.8017
"794" "Present" "CAMPOS GERAIS" -21.39725 -45.799
"795" "Absent" "CAMPOS GERAIS" -21.37253 -45.7927
"796" "Present" "CAMPOS GERAIS" -21.41928 -45.7614
"797" "Present" "CAMPOS GERAIS" -21.42056 -45.7583
"798" "Present" "CAMPOS GERAIS" -21.41911 -45.7552
"799" "Present" "CAMPOS GERAIS" -21.38702 -45.7491
"800" "Absent" "FORMIGA" -20.60417 -45.71972
"801" "Present" "FORMIGA" -20.60417 -45.71972
"802" "Absent" "PARAGUAÇU" -21.60222 -45.7947
"803" "Absent" "PARAGUAÇU" -21.66194 -45.7831
"804" "Absent" "PAINS" -20.33806 -45.78306
"805" "Present" "PARAGUAÇU" -21.52139 -45.7269
"806" "Absent" "PARAGUAÇU" -21.6989 -45.7269
"807" "Absent" "PARAGUAÇU" -21.69889 -45.7269
"808" "Absent" "CRISTAIS" -20.7739 -45.7208
"809" "Present" "ITAPECERICA" -20.37861 -45.1978
"810" "Absent" "MARTINHO CAMPOS" -19.51231 -45.05722
"811" "Absent" "ITAPECERICA" -20.48746 -45.0572
"812" "Present" "FORMIGA" -20.66244 -45.68361
"813" "Present" "TRÊS PONTAS" -21.33833 -45.6825
"814" "Present" "TRÊS PONTAS" -21.37363 -45.6817
"815" "Present" "CRISTAIS" -20.79 -45.65
"816" "Present" "CRISTAIS" -20.82864 -45.5716
"817" "Present" "CRISTAIS" -20.82914 -45.5713
"818" "Present" "CRISTAIS" -20.8289 -45.5711
"819" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.86361 -45.5267
"820" "Present" "CRISTAIS" -20.83167 -45.4897
"821" "Present" "PERDÕES" -21.06222 -45.0783
"822" "Absent" "SÃO GONÇALO DO SAPUCAÍ" -21.96589 -45.6114
"823" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.80595 -45.5922
"824" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.80464 -45.5859
"825" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.87251 -45.5753
"826" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.83528 -45.5744
"827" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.84223 -45.56339
"828" "Absent" "SÃO GONÇALO DO SAPUCAÍ" -21.91056 -45.5155
"829" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.8425 -45.5142
"830" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.84938 -45.5132
"831" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.85186 -45.511
"832" "Present" "JAPARAÍBA" -20.14833 -45.51083
"833" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.90556 -45.5106
"834" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.84375 -45.5084
"835" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.84583 -45.5075
"836" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.86022 -45.507
"837" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.83983 -45.5053
"838" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.86431 -45.5039
"839" "Absent" "SÃO GONÇALO DO SAPUCAÍ" -21.90982 -45.5025
"840" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.86111 -45.4986
"841" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.89706 -45.4949
"842" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.90475 -45.4925
"843" "Present" "ARCOS" -20.19333 -45.60528
"844" "Present" "LAGOA DA PRATA" -20.09139 -45.50278
"845" "Absent" "BRAZÓPOLIS" -22.5139 -45.5872
"846" "Absent" "BRAZÓPOLIS" -22.5058 -45.5781
"847" "Absent" "BRAZÓPOLIS" -22.4981 -45.5758
"848" "Present" "BRAZÓPOLIS" -22.4708 -45.5592
"849" "Absent" "BRAZÓPOLIS" -22.4986 -45.5528
"850" "Present" "TRÊS PONTAS" -21.47097 -45.54333
"851" "Absent" "MONSENHOR PAULO" -21.66417 -45.46083
"852" "Present" "VARGINHA" -21.6255 -45.40389
"853" "Present" "VARGINHA" -21.62617 -45.3825
"854" "Absent" "SÃO THOMÉ DAS LETRAS" -21.76919 -45.02611
"855" "Absent" "PIRANGUÇU" -22.5 -45.5331
"856" "Absent" "MONSENHOR PAULO" -21.72389 -45.52667
"857" "Absent" "MONSENHOR PAULO" -21.72694 -45.52361
"858" "Absent" "PIRANGUÇU" -22.5292 -45.5169
"859" "Present" "MONSENHOR PAULO" -21.78892 -45.5317
"860" "Present" "MONSENHOR PAULO" -21.76911 -45.4761
"861" "Present" "ARCOS" -20.23089 -45.47583
"862" "Present" "MONSENHOR PAULO" -21.78921 -45.4616
"863" "Present" "ARCOS" -20.21081 -45.46139
"864" "Present" "MONSENHOR PAULO" -21.75724 -45.4562
"865" "Present" "MONSENHOR PAULO" -21.77929 -45.4532
"866" "Present" "MONSENHOR PAULO" -21.76056 -45.4522
"867" "Present" "MONSENHOR PAULO" -21.74889 -45.4401
"868" "Present" "MONSENHOR PAULO" -21.761 -45.4338
"869" "Present" "MONSENHOR PAULO" -21.74253 -45.4332
"870" "Present" "MONSENHOR PAULO" -21.759 -45.429
"871" "Present" "MONSENHOR PAULO" -21.73081 -45.4155
"872" "Present" "MONSENHOR PAULO" -21.6914 -45.4064
"873" "Present" "MONSENHOR PAULO" -21.73522 -45.4058
"874" "Present" "MONSENHOR PAULO" -21.73736 -45.4007
"875" "Present" "UBERABA" -19.904 -47.9807
"876" "Absent" "UBERABA" -19.8031 -48.1856
"877" "Present" "UBERABA" -19.80306 -48.1856
"878" "Absent" "UBERABA" -19.74 -48.14
"879" "Absent" "UBERABA" -19.74 -48.14
"880" "Absent" "ITAPAGIPE" -19.72111 -49.2106
"881" "Present" "UBERABA" -19.67022 -47.8158
"882" "Present" "UBERABA" -19.52981 -48.1152
"883" "Absent" "UBERABA" -19.5297 -48.115
"884" "Present" "UBERABA" -19.47483 -48.1156
"885" "Present" "UBERABA" -19.47 -48.0375
"886" "Absent" "PRATA" -19.2864 -49.01889
"887" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.8467 -45.5147
"888" "Absent" "SÃO GONÇALO DO SAPUCAÍ" -21.8436 -45.5083
"889" "Present" "SÃO GONÇALO DO SAPUCAÍ" -21.8397 -45.5053
